,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
1142,More Than You Know___Axwell /\ Ingrosso,2021-10-14 03:06,Axwell /\ Ingrosso,More Than You Know,203000,2021-10-14 03:06:00,0.646,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.571,123.077,audio_features,6h5PAsRni4IRlxWr6uDPTP,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000.0,4.0,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
1143,Monody (feat. Laura Brehm)___TheFatRat,2021-10-14 03:16,TheFatRat,Monody (feat. Laura Brehm),8808,2021-10-14 03:16:00,0.526,0.69,1.0,-3.591,0.0,0.0351,0.114,0.00216,0.0969,0.224,106.993,audio_features,3VvBPkc24zC7x05mgJTyGO,spotify:track:3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/tracks/3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/audio-analysis/3VvBPkc24zC7x05mgJTyGO,290467.0,4.0,Monody (feat. Laura Brehm),6M9lhBLGRYYP6kaL5jJuz2
1144,Over the Rainbow / Simple Gifts___The Piano Guys,2021-10-14 03:19,The Piano Guys,Over the Rainbow / Simple Gifts,151605,2021-10-14 03:19:00,0.585,0.439,0.0,-11.409,1.0,0.0357,0.899,0.906,0.36,0.614,170.056,audio_features,3TgaPzOX2706KUeTyA7DFx,spotify:track:3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/tracks/3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/audio-analysis/3TgaPzOX2706KUeTyA7DFx,224053.0,4.0,The Piano Guys,6P2EwTc87RwLx2ANZVr1JY
1145,Rise___OVERWERK,2021-10-14 03:31,OVERWERK,Rise,394960,2021-10-14 03:31:00,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929.0,3.0,recently,295qW3R6DSM1WfePwUpgux
1146,Kill Me Better___Don Diablo,2021-10-14 03:39,Don Diablo,Kill Me Better,1941,2021-10-14 03:39:00,0.509,0.781,8.0,-3.489,1.0,0.0378,0.107,0.0,0.128,0.529,80.046,audio_features,5ohyF1TaL2ks2mrEJqLtfs,spotify:track:5ohyF1TaL2ks2mrEJqLtfs,https://api.spotify.com/v1/tracks/5ohyF1TaL2ks2mrEJqLtfs,https://api.spotify.com/v1/audio-analysis/5ohyF1TaL2ks2mrEJqLtfs,193500.0,4.0,Kill Me Better,5ENEoctmRzCUyhbt2ouCA0
1147,Ignite___Alan Walker,2021-10-14 03:39,Alan Walker,Ignite,2641,2021-10-14 03:39:00,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,Ignite,6Rg9tJW4DSAUyNp59VXzu1
1148,Palladio___Escala,2021-10-14 03:39,Escala,Palladio,234186,2021-10-14 03:39:00,0.587,0.866,2.0,-5.006,0.0,0.0332,0.216,0.878,0.0896,0.35,91.298,audio_features,1ALiG3jOB2tOfKiAWscWYQ,spotify:track:1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/tracks/1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/audio-analysis/1ALiG3jOB2tOfKiAWscWYQ,234187.0,4.0,Escala,3jAldd2C0JtIYsLPDusbfM
1149,Never Change___Don Diablo,2021-10-14 03:40,Don Diablo,Never Change,5408,2021-10-14 03:40:00,0.553,0.954,7.0,-2.883,1.0,0.0575,0.00377,0.0429,0.408,0.236,125.89,audio_features,1SG6r7daFfpzPcU15luVqB,spotify:track:1SG6r7daFfpzPcU15luVqB,https://api.spotify.com/v1/tracks/1SG6r7daFfpzPcU15luVqB,https://api.spotify.com/v1/audio-analysis/1SG6r7daFfpzPcU15luVqB,170476.0,4.0,Never Change,3YlCbpHzM8GyLYE43TXijW
1150,Shivers___Ed Sheeran,2021-10-14 03:43,Ed Sheeran,Shivers,207853,2021-10-14 03:43:00,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853.0,4.0,=,32iAEBstCjauDhyKpGjTuq
1151,Know Your Worth___Khalid,2021-10-14 03:54,Khalid,Know Your Worth,134870,2021-10-14 03:54:00,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf,181436.0,4.0,Know Your Worth,0uLz2ygHQAtLknyGasJOr5
1152,OTW___Khalid,2021-10-14 03:55,Khalid,OTW,5898,2021-10-14 03:55:00,0.652,0.678,2.0,-6.183,1.0,0.0541,0.183,3.26e-05,0.106,0.28,72.989,audio_features,6Hgh47WXVKtXN5zGOu0hjI,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/tracks/6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI,263014.0,4.0,OTW,0c4JocKlxYfBjZep8TJkcI
1153,DJ Got Us Fallin' In Love (feat. Pitbull)___Usher,2021-10-14 03:55,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),1760,2021-10-14 03:55:00,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800.0,4.0,Raymond v Raymond (Expanded Edition),6A1F3Fkq5dYeYYNkXflcTX
1154,Summer___Calvin Harris,2021-10-14 03:55,Calvin Harris,Summer,1568,2021-10-14 03:55:00,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533.0,4.0,Motion,48zisMeiXniWLzOQghbPqS
1155,All My Heroes - Radio Edit___Naeleck,2021-10-14 03:55,Naeleck,All My Heroes - Radio Edit,2698,2021-10-14 03:55:00,0.609,0.668,11.0,-4.515,1.0,0.0308,0.287,0.0104,0.0974,0.212,82.975,audio_features,0TRmtiR9q6XnYDzXmoMpGC,spotify:track:0TRmtiR9q6XnYDzXmoMpGC,https://api.spotify.com/v1/tracks/0TRmtiR9q6XnYDzXmoMpGC,https://api.spotify.com/v1/audio-analysis/0TRmtiR9q6XnYDzXmoMpGC,228434.0,4.0,All My Heroes,47ivZmuVI0HboDeCl6uOZv
1156,One More Night___Maroon 5,2021-10-14 03:58,Maroon 5,One More Night,219466,2021-10-14 03:58:00,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,audio_features,4XNrMwGx1SqP01sqkGTDmo,spotify:track:4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/audio-analysis/4XNrMwGx1SqP01sqkGTDmo,219467.0,4.0,Overexposed (Deluxe),2pjfMmH52fryXVQuWTWOgP
1157,Radioactive___Imagine Dragons,2021-10-14 04:01,Imagine Dragons,Radioactive,86967,2021-10-14 04:01:00,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813.0,4.0,Night Visions,6htgf3qv7vGcsdxLCDxKp8
1158,Life Goes On!!___Sophie Powers,2021-10-14 04:01,Sophie Powers,Life Goes On!!,6229,2021-10-14 04:01:00,0.716,0.541,1.0,-7.909,1.0,0.149,0.0021,0.0,0.115,0.387,139.978,audio_features,2bSk87AVkCIIC3Bcligq1z,spotify:track:2bSk87AVkCIIC3Bcligq1z,https://api.spotify.com/v1/tracks/2bSk87AVkCIIC3Bcligq1z,https://api.spotify.com/v1/audio-analysis/2bSk87AVkCIIC3Bcligq1z,247055.0,4.0,Harder Than Ever,7yf9ZJyHRbp8sHtpDKfPpt
1159,Thrift Shop (feat. Wanz)___Macklemore & Ryan Lewis,2021-10-14 04:01,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1311,2021-10-14 04:01:00,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,audio_features,6CjtS2JZH9RkDz5UVInsa9,spotify:track:6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/tracks/6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/audio-analysis/6CjtS2JZH9RkDz5UVInsa9,235613.0,4.0,The Heist,5QWHes9ODwn42DHTifGkXd
1160,Troublemaker (feat. Flo Rida)___Olly Murs,2021-10-14 04:01,Olly Murs,Troublemaker (feat. Flo Rida),2517,2021-10-14 04:01:00,0.762,0.863,0.0,-3.689,0.0,0.0561,0.015,0.0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587.0,4.0,Right Place Right Time (Expanded Edition),5kU9rWhYr4MmPmaGYP5z4v
1161,Lush Life___Zara Larsson,2021-10-14 04:05,Zara Larsson,Lush Life,201122,2021-10-14 04:05:00,0.694,0.712,7.0,-3.923,0.0,0.046,0.132,0.0,0.211,0.799,98.023,audio_features,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,201122.0,4.0,So Good,5YLRVHDVRw3QqWbeTGpC5B
1162,Ho Hey___The Lumineers,2021-10-14 04:08,The Lumineers,Ho Hey,163133,2021-10-14 04:08:00,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133.0,4.0,The Lumineers,6NWYmlHxAME5KXtxrTlUxW
1163,Checkmate___Jena Rose,2021-10-14 05:27,Jena Rose,Checkmate,78393,2021-10-14 05:27:00,0.68,0.643,5.0,-7.397,0.0,0.0526,0.132,0.0,0.247,0.237,93.026,audio_features,4UXJ6wbGkzflgbSRJrVQeB,spotify:track:4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/tracks/4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/audio-analysis/4UXJ6wbGkzflgbSRJrVQeB,183226.0,4.0,Checkmate,4j2EFDlxX86mWWYKRFO23o
1164,Checkmate___Jena Rose,2021-10-14 07:21,Jena Rose,Checkmate,5086,2021-10-14 07:21:00,0.68,0.643,5.0,-7.397,0.0,0.0526,0.132,0.0,0.247,0.237,93.026,audio_features,4UXJ6wbGkzflgbSRJrVQeB,spotify:track:4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/tracks/4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/audio-analysis/4UXJ6wbGkzflgbSRJrVQeB,183226.0,4.0,Checkmate,4j2EFDlxX86mWWYKRFO23o
1165,Checkmate___Jena Rose,2021-10-15 01:06,Jena Rose,Checkmate,105016,2021-10-15 01:06:00,0.68,0.643,5.0,-7.397,0.0,0.0526,0.132,0.0,0.247,0.237,93.026,audio_features,4UXJ6wbGkzflgbSRJrVQeB,spotify:track:4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/tracks/4UXJ6wbGkzflgbSRJrVQeB,https://api.spotify.com/v1/audio-analysis/4UXJ6wbGkzflgbSRJrVQeB,183226.0,4.0,Checkmate,4j2EFDlxX86mWWYKRFO23o
1166,Feel So Close - Radio Edit___Calvin Harris,2021-10-15 01:10,Calvin Harris,Feel So Close - Radio Edit,206413,2021-10-15 01:10:00,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,audio_features,1gihuPhrLraKYrJMAEONyc,spotify:track:1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,206413.0,4.0,18 Months,7w19PFbxAjwZ7UVNp9z0uT
1167,Mama Said___Kelly Monrow,2021-10-15 01:15,Kelly Monrow,Mama Said,202556,2021-10-15 01:15:00,0.712,0.799,7.0,-4.564,0.0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,audio_features,5ArQzSBevAdXTxRY6Ulhbq,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,https://api.spotify.com/v1/tracks/5ArQzSBevAdXTxRY6Ulhbq,https://api.spotify.com/v1/audio-analysis/5ArQzSBevAdXTxRY6Ulhbq,206903.0,4.0,Lukas Graham,4rFrdkSWs0dtj0rWPzOk1v
1168,Problem___Ariana Grande,2021-10-15 01:17,Ariana Grande,Problem,131465,2021-10-15 01:17:00,0.66,0.805,1.0,-5.352,0.0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,audio_features,7vS3Y0IKjde7Xg85LWIEdP,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/tracks/7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/audio-analysis/7vS3Y0IKjde7Xg85LWIEdP,193920.0,4.0,My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj
1169,Past Lives___PETER LAKE,2021-10-15 01:17,PETER LAKE,Past Lives,17344,2021-10-15 01:17:00,0.503,0.616,2.0,-7.077,0.0,0.0432,0.00855,0.000198,0.0898,0.425,158.105,audio_features,337cTvWOx1uwO7brzGgKlw,spotify:track:337cTvWOx1uwO7brzGgKlw,https://api.spotify.com/v1/tracks/337cTvWOx1uwO7brzGgKlw,https://api.spotify.com/v1/audio-analysis/337cTvWOx1uwO7brzGgKlw,238960.0,4.0,Yellow,3Nd5Ls4u2cdokljArCempj
1170,All My Love (feat. Conor Maynard)___Cash Cash,2021-10-15 01:24,Cash Cash,All My Love (feat. Conor Maynard),191330,2021-10-15 01:24:00,0.59,0.871,11.0,-3.353,0.0,0.0891,0.148,0.0,0.0739,0.304,134.956,audio_features,1839RWzPRZCVgvamu4sHSN,spotify:track:1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/tracks/1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/audio-analysis/1839RWzPRZCVgvamu4sHSN,191331.0,4.0,All My Love (feat. Conor Maynard),3c34znQ8KmjMluK6X4FVsV
1171,Faded___Alan Walker,2021-10-15 18:44,Alan Walker,Faded,105869,2021-10-15 18:44:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1172,Xenogenesis___TheFatRat,2021-10-15 18:47,TheFatRat,Xenogenesis,197185,2021-10-15 18:47:00,0.544,0.608,10.0,-8.073,0.0,0.0287,0.0313,0.742,0.0925,0.088,145.049,audio_features,5iRVNYbhfWNO2VzBykX7GS,spotify:track:5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/tracks/5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/audio-analysis/5iRVNYbhfWNO2VzBykX7GS,233379.0,4.0,Xenogenesis,07ej3OfHDl0ppyUrK7bTUF
1173,Darkside___Alan Walker,2021-10-15 18:49,Alan Walker,Darkside,3901,2021-10-15 18:49:00,0.43,0.606,4.0,-5.115,0.0,0.0431,0.131,0.0,0.173,0.123,169.988,audio_features,6SRWhUJcD2YKahCwHavz3X,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1174,Tsunami___DVBBS,2021-10-15 18:49,DVBBS,Tsunami,28327,2021-10-15 18:49:00,0.699,0.839,4.0,-5.353,0.0,0.0481,0.0483,0.655,0.0897,0.264,128.026,audio_features,0vZCG0H9KhtU7K8MEUVAoV,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/tracks/0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/audio-analysis/0vZCG0H9KhtU7K8MEUVAoV,236706.0,4.0,Tsunami,7p38vlEZaMNySKQVSSWUm8
1175,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-15 19:32,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,191657,2021-10-15 19:32:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1176,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-15 19:57,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1717,2021-10-15 19:57:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1177,Mission Impossible (feat. Lindsey Stirling)___The Piano Guys,2021-10-15 19:58,The Piano Guys,Mission Impossible (feat. Lindsey Stirling),14182,2021-10-15 19:58:00,0.566,0.614,9.0,-7.967,0.0,0.0497,0.186,0.825,0.0693,0.384,99.918,audio_features,49q8tEVP92m9yUxmZ2j2nc,spotify:track:49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/tracks/49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/audio-analysis/49q8tEVP92m9yUxmZ2j2nc,225120.0,5.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u
1178,Mission Impossible (feat. Lindsey Stirling)___The Piano Guys,2021-10-15 20:05,The Piano Guys,Mission Impossible (feat. Lindsey Stirling),210982,2021-10-15 20:05:00,0.566,0.614,9.0,-7.967,0.0,0.0497,0.186,0.825,0.0693,0.384,99.918,audio_features,49q8tEVP92m9yUxmZ2j2nc,spotify:track:49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/tracks/49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/audio-analysis/49q8tEVP92m9yUxmZ2j2nc,225120.0,5.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u
1179,Fortune Days___The Glitch Mob,2021-10-15 20:22,The Glitch Mob,Fortune Days,204917,2021-10-15 20:22:00,0.598,0.67,1.0,-9.205,0.0,0.095,0.383,0.805,0.0781,0.189,104.964,audio_features,5VWVVSABdgccboSdrKGiZH,spotify:track:5VWVVSABdgccboSdrKGiZH,https://api.spotify.com/v1/tracks/5VWVVSABdgccboSdrKGiZH,https://api.spotify.com/v1/audio-analysis/5VWVVSABdgccboSdrKGiZH,382813.0,4.0,Drink the Sea,4c5fhgLoAaFzwjNTxC57jK
1180,Xenogenesis___TheFatRat,2021-10-17 20:42,TheFatRat,Xenogenesis,233379,2021-10-17 20:42:00,0.544,0.608,10.0,-8.073,0.0,0.0287,0.0313,0.742,0.0925,0.088,145.049,audio_features,5iRVNYbhfWNO2VzBykX7GS,spotify:track:5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/tracks/5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/audio-analysis/5iRVNYbhfWNO2VzBykX7GS,233379.0,4.0,Xenogenesis,07ej3OfHDl0ppyUrK7bTUF
1181,Unity___TheFatRat,2021-10-17 20:46,TheFatRat,Unity,249285,2021-10-17 20:46:00,0.707,0.88,4.0,-3.211,0.0,0.0317,0.00424,0.0379,0.0534,0.565,105.003,audio_features,47qYqGPgMTh3l1PRKBHEfI,spotify:track:47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/tracks/47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/audio-analysis/47qYqGPgMTh3l1PRKBHEfI,249286.0,4.0,Unity,1cxmFr3tma40mHVD1NsLAV
1182,Monody (feat. Laura Brehm)___TheFatRat,2021-10-17 20:52,TheFatRat,Monody (feat. Laura Brehm),290467,2021-10-17 20:52:00,0.526,0.69,1.0,-3.591,0.0,0.0351,0.114,0.00216,0.0969,0.224,106.993,audio_features,3VvBPkc24zC7x05mgJTyGO,spotify:track:3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/tracks/3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/audio-analysis/3VvBPkc24zC7x05mgJTyGO,290467.0,4.0,Monody (feat. Laura Brehm),6M9lhBLGRYYP6kaL5jJuz2
1183,300 Violin Orchestra___Jorge Quintero,2021-10-17 21:54,Jorge Quintero,300 Violin Orchestra,55053,2021-10-17 21:54:00,0.591,0.75,1.0,-6.599,0.0,0.0479,0.342,0.363,0.0804,0.385,149.931,audio_features,4JjUwfp8GQ3PxWg2QPKnpn,spotify:track:4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/tracks/4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/audio-analysis/4JjUwfp8GQ3PxWg2QPKnpn,178026.0,4.0,Hip Hop and Rnb Instrmentals,4qYSyA9eRrQwwf0fkuIFdV
1184,300 Violin Orchestra___Jorge Quintero,2021-10-18 01:35,Jorge Quintero,300 Violin Orchestra,4917,2021-10-18 01:35:00,0.591,0.75,1.0,-6.599,0.0,0.0479,0.342,0.363,0.0804,0.385,149.931,audio_features,4JjUwfp8GQ3PxWg2QPKnpn,spotify:track:4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/tracks/4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/audio-analysis/4JjUwfp8GQ3PxWg2QPKnpn,178026.0,4.0,Hip Hop and Rnb Instrmentals,4qYSyA9eRrQwwf0fkuIFdV
1185,Rise___Jonas Blue,2021-10-18 01:38,Jonas Blue,Rise,194407,2021-10-18 01:38:00,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,audio_features,5ZSl6gDoV6bPPxzmLeneV9,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,194408.0,4.0,Blue,2xZSrcBmvMw9Y8hac6xU7L
1186,Palladio___Escala,2021-10-18 01:44,Escala,Palladio,234186,2021-10-18 01:44:00,0.587,0.866,2.0,-5.006,0.0,0.0332,0.216,0.878,0.0896,0.35,91.298,audio_features,1ALiG3jOB2tOfKiAWscWYQ,spotify:track:1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/tracks/1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/audio-analysis/1ALiG3jOB2tOfKiAWscWYQ,234187.0,4.0,Escala,3jAldd2C0JtIYsLPDusbfM
1187,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-18 02:03,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,192452,2021-10-18 02:03:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1188,Ignite___Alan Walker,2021-10-18 02:07,Alan Walker,Ignite,170979,2021-10-18 02:07:00,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,Ignite,6Rg9tJW4DSAUyNp59VXzu1
