,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
3556,Abandoned___DLJ,2022-04-30 02:30,DLJ,Abandoned,144657,2022-04-30 02:30:00,0.596,0.183,6.0,-13.107,0.0,0.0368,0.7,0.48,0.0928,0.137,72.979,audio_features,3MzK1eg0umbkHnT1VZ54F0,spotify:track:3MzK1eg0umbkHnT1VZ54F0,https://api.spotify.com/v1/tracks/3MzK1eg0umbkHnT1VZ54F0,https://api.spotify.com/v1/audio-analysis/3MzK1eg0umbkHnT1VZ54F0,144658.0,4.0,Night Emotions,2KmYwFpgFb28GA4Re0yc4R
3557,Adanel___DaniSogen,2022-04-30 02:33,DaniSogen,Adanel,160000,2022-04-30 02:33:00,0.712,0.172,11.0,-17.495,0.0,0.0374,0.636,0.875,0.283,0.221,119.978,audio_features,5IPMWqFuj31FeGZyUBd6qe,spotify:track:5IPMWqFuj31FeGZyUBd6qe,https://api.spotify.com/v1/tracks/5IPMWqFuj31FeGZyUBd6qe,https://api.spotify.com/v1/audio-analysis/5IPMWqFuj31FeGZyUBd6qe,160000.0,4.0,A World of Illusion,6rEEH6Et9T6xFrFYq2m5mp
3558,Destination Unknown___amies,2022-04-30 02:37,amies,Destination Unknown,172000,2022-04-30 02:37:00,0.631,0.0574,9.0,-20.827,1.0,0.0288,0.883,0.912,0.0796,0.0787,80.013,audio_features,2Ro1TdPyLfhfaTbww8CX66,spotify:track:2Ro1TdPyLfhfaTbww8CX66,https://api.spotify.com/v1/tracks/2Ro1TdPyLfhfaTbww8CX66,https://api.spotify.com/v1/audio-analysis/2Ro1TdPyLfhfaTbww8CX66,172000.0,4.0,Oblivion,6X1d5VgWEGNrwjRbvePqFT
3559,Memories We Made___No Spirit,2022-04-30 02:41,No Spirit,Memories We Made,227532,2022-04-30 02:41:00,0.364,0.161,1.0,-17.278,1.0,0.034,0.961,0.878,0.101,0.0824,115.504,audio_features,0QqusGKX2WdoIrVNbU2xwS,spotify:track:0QqusGKX2WdoIrVNbU2xwS,https://api.spotify.com/v1/tracks/0QqusGKX2WdoIrVNbU2xwS,https://api.spotify.com/v1/audio-analysis/0QqusGKX2WdoIrVNbU2xwS,227532.0,3.0,Memories We Made,2IY4JPVLjlaQ3ntmeidENb
3560,Spend Some Time___goosetaf,2022-04-30 02:44,goosetaf,Spend Some Time,135000,2022-04-30 02:44:00,0.776,0.351,9.0,-8.794,1.0,0.17,0.936,0.793,0.09,0.153,128.189,audio_features,18qKtfOEGDpkEpB0pT42Lr,spotify:track:18qKtfOEGDpkEpB0pT42Lr,https://api.spotify.com/v1/tracks/18qKtfOEGDpkEpB0pT42Lr,https://api.spotify.com/v1/audio-analysis/18qKtfOEGDpkEpB0pT42Lr,135000.0,4.0,Perpetual,22cGIyIDKV7ZcOMuiBqf8R
3561,Snow Day___takeo,2022-04-30 02:47,takeo,Snow Day,151077,2022-04-30 02:47:00,0.626,0.176,1.0,-9.821,1.0,0.0608,0.219,0.946,0.107,0.353,215.866,audio_features,30zIrkLLF5gYAcAsCD8642,spotify:track:30zIrkLLF5gYAcAsCD8642,https://api.spotify.com/v1/tracks/30zIrkLLF5gYAcAsCD8642,https://api.spotify.com/v1/audio-analysis/30zIrkLLF5gYAcAsCD8642,151078.0,3.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J
3562,In The End___Ky akasha,2022-04-30 02:49,Ky akasha,In The End,145500,2022-04-30 02:49:00,0.755,0.136,2.0,-14.287,0.0,0.0908,0.952,0.927,0.128,0.193,80.015,audio_features,68LHwzRfMZXe3An6Bf7R5u,spotify:track:68LHwzRfMZXe3An6Bf7R5u,https://api.spotify.com/v1/tracks/68LHwzRfMZXe3An6Bf7R5u,https://api.spotify.com/v1/audio-analysis/68LHwzRfMZXe3An6Bf7R5u,145500.0,4.0,Memory Within A Dream,1eERuNeSe5e7l2kO8Fp74l
3563,The Secret Road___DaniSogen,2022-04-30 02:53,DaniSogen,The Secret Road,162162,2022-04-30 02:53:00,0.576,0.303,9.0,-15.184,0.0,0.0807,0.825,0.618,0.109,0.247,74.062,audio_features,47Ppvr5qQDbTz5CJGUKDxO,spotify:track:47Ppvr5qQDbTz5CJGUKDxO,https://api.spotify.com/v1/tracks/47Ppvr5qQDbTz5CJGUKDxO,https://api.spotify.com/v1/audio-analysis/47Ppvr5qQDbTz5CJGUKDxO,162162.0,4.0,Enchantments,3pnQTiRo5pDwVeF4QepEa5
3564,Flow___Living Room,2022-04-30 02:55,Living Room,Flow,135384,2022-04-30 02:55:00,0.527,0.461,7.0,-5.908,1.0,0.0269,0.118,0.0,0.0831,0.227,128.153,audio_features,2ccuOtUjIyx3tPcsnpeBzJ,spotify:track:2ccuOtUjIyx3tPcsnpeBzJ,https://api.spotify.com/v1/tracks/2ccuOtUjIyx3tPcsnpeBzJ,https://api.spotify.com/v1/audio-analysis/2ccuOtUjIyx3tPcsnpeBzJ,214405.0,3.0,Flower Shops (feat. Morgan Wallen),5gdgH8d7W2KwkK03Ea0vpi
3565,Walk Out___Khutko,2022-04-30 02:58,Khutko,Walk Out,153506,2022-04-30 02:58:00,0.829,0.24,6.0,-13.585,0.0,0.203,0.716,0.903,0.177,0.517,77.028,audio_features,1TYPv1m4WCmSuoE48RIBAe,spotify:track:1TYPv1m4WCmSuoE48RIBAe,https://api.spotify.com/v1/tracks/1TYPv1m4WCmSuoE48RIBAe,https://api.spotify.com/v1/audio-analysis/1TYPv1m4WCmSuoE48RIBAe,153506.0,4.0,Violet,1ktp6MoHTiqPca8aYWH0BS
3566,Moondrops___Akīn,2022-04-30 03:01,Akīn,Moondrops,123692,2022-04-30 03:01:00,0.754,0.111,9.0,-21.743,0.0,0.0441,0.929,0.924,0.112,0.294,124.063,audio_features,7ffmWi5LOJLGsMbeRFYWHD,spotify:track:7ffmWi5LOJLGsMbeRFYWHD,https://api.spotify.com/v1/tracks/7ffmWi5LOJLGsMbeRFYWHD,https://api.spotify.com/v1/audio-analysis/7ffmWi5LOJLGsMbeRFYWHD,123692.0,4.0,Directions,4HBs6jXChb9se0iiFz8ELZ
3567,Lullaby___Osaki,2022-04-30 03:03,Osaki,Lullaby,138964,2022-04-30 03:03:00,0.849,0.19,7.0,-9.628,1.0,0.0447,0.549,0.00229,0.102,0.203,113.955,audio_features,1K1b1rPjbbam1NXUPg4VrK,spotify:track:1K1b1rPjbbam1NXUPg4VrK,https://api.spotify.com/v1/tracks/1K1b1rPjbbam1NXUPg4VrK,https://api.spotify.com/v1/audio-analysis/1K1b1rPjbbam1NXUPg4VrK,200880.0,3.0,Lullaby,2cVJ0gO2QyBC5o2A1DVFuk
3568,Fallen Leaves___softy,2022-04-30 03:06,softy,Fallen Leaves,159998,2022-04-30 03:06:00,0.662,0.227,0.0,-14.109,1.0,0.0327,0.965,0.92,0.0937,0.0852,120.152,audio_features,6LtlJFfUanZ380o1um99YI,spotify:track:6LtlJFfUanZ380o1um99YI,https://api.spotify.com/v1/tracks/6LtlJFfUanZ380o1um99YI,https://api.spotify.com/v1/audio-analysis/6LtlJFfUanZ380o1um99YI,159999.0,4.0,Another Life,7xZSnH0kgqfFL8RElwI8Cr
3569,Mourning Dove___WYS,2022-04-30 03:10,WYS,Mourning Dove,141158,2022-04-30 03:10:00,0.654,0.535,6.0,-11.861,0.0,0.0429,0.771,0.908,0.0879,0.183,139.932,audio_features,6htUZ2aZGaZDbQ0LHjZwUI,spotify:track:6htUZ2aZGaZDbQ0LHjZwUI,https://api.spotify.com/v1/tracks/6htUZ2aZGaZDbQ0LHjZwUI,https://api.spotify.com/v1/audio-analysis/6htUZ2aZGaZDbQ0LHjZwUI,141159.0,4.0,Evermore,1obdMwQYqDQTJLLBGFsFoP
3570,Breezy___twofiveone,2022-04-30 03:12,twofiveone,Breezy,170958,2022-04-30 03:12:00,0.623,0.237,2.0,-11.584,1.0,0.0585,0.956,0.927,0.0667,0.312,127.731,audio_features,1RJ9STs7SiUnSFsRvIKrX2,spotify:track:1RJ9STs7SiUnSFsRvIKrX2,https://api.spotify.com/v1/tracks/1RJ9STs7SiUnSFsRvIKrX2,https://api.spotify.com/v1/audio-analysis/1RJ9STs7SiUnSFsRvIKrX2,170959.0,1.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J
3571,Silk___goosetaf,2022-04-30 03:15,goosetaf,Silk,140571,2022-04-30 03:15:00,0.693,0.369,6.0,-11.476,0.0,0.139,0.874,0.921,0.108,0.154,140.061,audio_features,2Gt3Svg0Ji2fL4qf1RHEUU,spotify:track:2Gt3Svg0Ji2fL4qf1RHEUU,https://api.spotify.com/v1/tracks/2Gt3Svg0Ji2fL4qf1RHEUU,https://api.spotify.com/v1/audio-analysis/2Gt3Svg0Ji2fL4qf1RHEUU,140571.0,4.0,Latibule,0rln9PHfiQCWDuR71vSYGh
3572,Sparks___DLJ,2022-04-30 03:21,DLJ,Sparks,150937,2022-04-30 03:21:00,0.692,0.148,2.0,-11.483,1.0,0.0449,0.903,0.597,0.0968,0.167,128.029,audio_features,3uIP0SrX00aQrQ0SEKErCL,spotify:track:3uIP0SrX00aQrQ0SEKErCL,https://api.spotify.com/v1/tracks/3uIP0SrX00aQrQ0SEKErCL,https://api.spotify.com/v1/audio-analysis/3uIP0SrX00aQrQ0SEKErCL,150938.0,4.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J
3573,A Meditation___Kanisan,2022-04-30 03:22,Kanisan,A Meditation,92399,2022-04-30 03:22:00,0.655,0.079,11.0,-17.653,0.0,0.0276,0.916,0.831,0.0718,0.166,103.944,audio_features,0yYoRZUo29Xcm0xLt1ysfV,spotify:track:0yYoRZUo29Xcm0xLt1ysfV,https://api.spotify.com/v1/tracks/0yYoRZUo29Xcm0xLt1ysfV,https://api.spotify.com/v1/audio-analysis/0yYoRZUo29Xcm0xLt1ysfV,92399.0,4.0,A Way of Existing,02qkivVdxBztgoMyucG7DF
3574,Feelin Warm___Pandrezz,2022-04-30 03:25,Pandrezz,Feelin Warm,157808,2022-04-30 03:25:00,0.722,0.0848,0.0,-17.086,1.0,0.061,0.823,0.829,0.106,0.147,73.212,audio_features,1lUUWaXzfr2A8QS08x4mkh,spotify:track:1lUUWaXzfr2A8QS08x4mkh,https://api.spotify.com/v1/tracks/1lUUWaXzfr2A8QS08x4mkh,https://api.spotify.com/v1/audio-analysis/1lUUWaXzfr2A8QS08x4mkh,157808.0,3.0,Feelin Better,77ClvAY7JTVSyG3m0TTrwO
3575,Light___Team Astro,2022-04-30 03:27,Team Astro,Light,155328,2022-04-30 03:27:00,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,1BSMpVGWs3v5BZKnAQziAc,spotify:track:1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/tracks/1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/audio-analysis/1BSMpVGWs3v5BZKnAQziAc,185681.0,4.0,Light Switch,6PBwTu4IgZMQNTKtrgxzZQ
3576,Stellar Wind___Ky akasha,2022-04-30 03:30,Ky akasha,Stellar Wind,128684,2022-04-30 03:30:00,0.657,0.0816,0.0,-17.527,1.0,0.0361,0.761,0.918,0.105,0.067,76.036,audio_features,7EvysDiBiVqJMdWBEwwW2x,spotify:track:7EvysDiBiVqJMdWBEwwW2x,https://api.spotify.com/v1/tracks/7EvysDiBiVqJMdWBEwwW2x,https://api.spotify.com/v1/audio-analysis/7EvysDiBiVqJMdWBEwwW2x,128684.0,3.0,Seeing Beauty in Everything,0t9hQI1IHGk59RRH91HAjB
3577,Blank Canvas___BluntOne,2022-04-30 03:34,BluntOne,Blank Canvas,184543,2022-04-30 03:34:00,0.637,0.156,10.0,-19.37,0.0,0.0309,0.521,0.786,0.13,0.233,94.825,audio_features,1HxqiXTBlDUlzWBBvAt4bT,spotify:track:1HxqiXTBlDUlzWBBvAt4bT,https://api.spotify.com/v1/tracks/1HxqiXTBlDUlzWBBvAt4bT,https://api.spotify.com/v1/audio-analysis/1HxqiXTBlDUlzWBBvAt4bT,184543.0,4.0,A Day in the Life,2nZszsc77boaYAsssNuZXe
3578,One Last Time___Thaehan,2022-04-30 03:36,Thaehan,One Last Time,140800,2022-04-30 03:36:00,0.677,0.119,7.0,-17.54,1.0,0.101,0.669,0.906,0.104,0.0855,74.919,audio_features,6IC0untdEsc2PeKcQgZWN9,spotify:track:6IC0untdEsc2PeKcQgZWN9,https://api.spotify.com/v1/tracks/6IC0untdEsc2PeKcQgZWN9,https://api.spotify.com/v1/audio-analysis/6IC0untdEsc2PeKcQgZWN9,140800.0,5.0,Hourglass,2rZTW31z0d1DhCztQr21b2
3579,Cybele___sinnr,2022-04-30 03:38,sinnr,Cybele,132111,2022-04-30 03:38:00,0.654,0.142,8.0,-18.329,0.0,0.036,0.951,0.901,0.11,0.0412,134.29,audio_features,1d0uGCJYzRgbmWiReXCpdW,spotify:track:1d0uGCJYzRgbmWiReXCpdW,https://api.spotify.com/v1/tracks/1d0uGCJYzRgbmWiReXCpdW,https://api.spotify.com/v1/audio-analysis/1d0uGCJYzRgbmWiReXCpdW,132112.0,4.0,Sunday Morning,5ztz7tyEr5vMqdmOlfYpi7
3580,The Ridge___Allem Iversom,2022-04-30 03:44,Allem Iversom,The Ridge,227200,2022-04-30 03:44:00,0.39,0.136,0.0,-20.05,1.0,0.0337,0.976,0.905,0.0891,0.129,74.894,audio_features,6etZxQePegikcESadncEwC,spotify:track:6etZxQePegikcESadncEwC,https://api.spotify.com/v1/tracks/6etZxQePegikcESadncEwC,https://api.spotify.com/v1/audio-analysis/6etZxQePegikcESadncEwC,227200.0,4.0,The Ridge,4E7TGNQSkqc71XPLWLljly
3581,Northern Lights___Tibeauthetraveler,2022-04-30 03:46,Tibeauthetraveler,Northern Lights,145718,2022-04-30 03:46:00,0.557,0.355,8.0,-15.81,0.0,0.0451,0.206,0.872,0.049,0.535,75.937,audio_features,0QzZ5mAgQBjU6ZXSCsGpmK,spotify:track:0QzZ5mAgQBjU6ZXSCsGpmK,https://api.spotify.com/v1/tracks/0QzZ5mAgQBjU6ZXSCsGpmK,https://api.spotify.com/v1/audio-analysis/0QzZ5mAgQBjU6ZXSCsGpmK,145719.0,4.0,Motions,2CK4KPwL9LcOt3ENA6Xuaz
3582,from me to you___Towerz,2022-04-30 03:49,Towerz,from me to you,170125,2022-04-30 03:49:00,0.737,0.103,4.0,-16.369,1.0,0.0449,0.913,0.812,0.0929,0.291,68.979,audio_features,27G1NZHwIJjxVoVybSbwRc,spotify:track:27G1NZHwIJjxVoVybSbwRc,https://api.spotify.com/v1/tracks/27G1NZHwIJjxVoVybSbwRc,https://api.spotify.com/v1/audio-analysis/27G1NZHwIJjxVoVybSbwRc,170125.0,4.0,At Long Last,2VEa2ZdUZixLajyluonXXg
3583,All My Love (feat. Conor Maynard)___Cash Cash,2022-04-30 06:37,Cash Cash,All My Love (feat. Conor Maynard),191330,2022-04-30 06:37:00,0.59,0.871,11.0,-3.353,0.0,0.0891,0.148,0.0,0.0739,0.304,134.956,audio_features,1839RWzPRZCVgvamu4sHSN,spotify:track:1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/tracks/1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/audio-analysis/1839RWzPRZCVgvamu4sHSN,191331.0,4.0,All My Love (feat. Conor Maynard),3c34znQ8KmjMluK6X4FVsV
3584,Faded___Alan Walker,2022-04-30 06:43,Alan Walker,Faded,212626,2022-04-30 06:43:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
3585,Darkside___Alan Walker,2022-04-30 06:50,Alan Walker,Darkside,211866,2022-04-30 06:50:00,0.43,0.606,4.0,-5.115,0.0,0.0431,0.131,0.0,0.173,0.123,169.988,audio_features,6SRWhUJcD2YKahCwHavz3X,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
3586,Sunday Morning (feat. Josie Dunne)___Matoma,2022-04-30 06:55,Matoma,Sunday Morning (feat. Josie Dunne),186774,2022-04-30 06:55:00,0.629,0.723,6.0,-5.688,1.0,0.0507,0.111,0.0,0.197,0.411,123.997,audio_features,7dhyhMtWWJNYWmE4N5XiEA,spotify:track:7dhyhMtWWJNYWmE4N5XiEA,https://api.spotify.com/v1/tracks/7dhyhMtWWJNYWmE4N5XiEA,https://api.spotify.com/v1/audio-analysis/7dhyhMtWWJNYWmE4N5XiEA,186774.0,4.0,One in a Million,5FAgkqm09atYktUn6owa2q
3587,Rise___OVERWERK,2022-04-30 07:02,OVERWERK,Rise,394960,2022-04-30 07:02:00,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929.0,3.0,recently,295qW3R6DSM1WfePwUpgux
3588,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2022-04-30 07:19,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,86473,2022-04-30 07:19:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
3589,Moods___anbuu,2022-04-30 07:26,anbuu,Moods,68223,2022-04-30 07:26:00,0.794,0.325,7.0,-11.607,1.0,0.0762,0.787,0.941,0.14,0.227,79.982,audio_features,1VflmOkAHdNbMCo4E2C5k9,spotify:track:1VflmOkAHdNbMCo4E2C5k9,https://api.spotify.com/v1/tracks/1VflmOkAHdNbMCo4E2C5k9,https://api.spotify.com/v1/audio-analysis/1VflmOkAHdNbMCo4E2C5k9,156000.0,4.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J
3590,Take My Breath - Single Version___The Weeknd,2022-04-30 15:18,The Weeknd,Take My Breath - Single Version,220196,2022-04-30 15:18:00,0.748,0.74,8.0,-6.01,1.0,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196.0,4.0,Take My Breath,6DmXKM13nNgIIby2FdK0f8
3591,Over Now (with The Weeknd)___Calvin Harris,2022-04-30 15:23,Calvin Harris,Over Now (with The Weeknd),210795,2022-04-30 15:23:00,0.612,0.884,4.0,-4.113,0.0,0.0454,0.0759,0.00132,0.247,0.679,178.043,audio_features,58AGoOGbwsQMhBbH0eFLRR,spotify:track:58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/tracks/58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/audio-analysis/58AGoOGbwsQMhBbH0eFLRR,210795.0,4.0,Over Now (with The Weeknd),3GPiefSRSOxqTrgKJIB7RL
3592,I Heard You’re Married (feat. Lil Wayne)___The Weeknd,2022-04-30 15:28,The Weeknd,I Heard You’re Married (feat. Lil Wayne),263641,2022-04-30 15:28:00,0.736,0.848,9.0,-5.494,0.0,0.171,0.103,0.0,0.299,0.784,109.946,audio_features,5XbA7TAqsD0fj0dGBrbb0D,spotify:track:5XbA7TAqsD0fj0dGBrbb0D,https://api.spotify.com/v1/tracks/5XbA7TAqsD0fj0dGBrbb0D,https://api.spotify.com/v1/audio-analysis/5XbA7TAqsD0fj0dGBrbb0D,263642.0,4.0,Dawn FM,2nLOHgzXzwFEpl62zAgCEC
3593,Might Not___Belly,2022-04-30 15:31,Belly,Might Not,224213,2022-04-30 15:31:00,0.792,0.563,1.0,-4.836,1.0,0.0787,0.318,0.0,0.13,0.321,134.022,audio_features,5e9aFSdnkQUrm5y8Dhw0qN,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN,https://api.spotify.com/v1/tracks/5e9aFSdnkQUrm5y8Dhw0qN,https://api.spotify.com/v1/audio-analysis/5e9aFSdnkQUrm5y8Dhw0qN,224213.0,4.0,Up For Days,7MH5ah4TuR5b7ENaloxEtr
3594,Nothing Compares - Bonus Track___The Weeknd,2022-04-30 15:35,The Weeknd,Nothing Compares - Bonus Track,222306,2022-04-30 15:35:00,0.532,0.577,1.0,-9.313,1.0,0.0352,0.00253,0.0437,0.234,0.0397,131.922,audio_features,6utQlfLooYsUkq5xUg3vxt,spotify:track:6utQlfLooYsUkq5xUg3vxt,https://api.spotify.com/v1/tracks/6utQlfLooYsUkq5xUg3vxt,https://api.spotify.com/v1/audio-analysis/6utQlfLooYsUkq5xUg3vxt,222307.0,4.0,After Hours (Deluxe),742eAldb4AJKLoPgJhGRE7
3595,Call Out My Name___The Weeknd,2022-04-30 15:39,The Weeknd,Call Out My Name,228373,2022-04-30 15:39:00,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373.0,3.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO
3596,Acquainted___The Weeknd,2022-04-30 16:28,The Weeknd,Acquainted,338672,2022-04-30 16:28:00,0.372,0.478,7.0,-9.835,0.0,0.0503,0.482,0.0,0.0844,0.254,101.102,audio_features,7uJH0YdSZL6psjxI6Xy08b,spotify:track:7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/tracks/7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/audio-analysis/7uJH0YdSZL6psjxI6Xy08b,348853.0,4.0,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s
3597,Acquainted___The Weeknd,2022-05-02 19:06,The Weeknd,Acquainted,10443,2022-05-02 19:06:00,0.372,0.478,7.0,-9.835,0.0,0.0503,0.482,0.0,0.0844,0.254,101.102,audio_features,7uJH0YdSZL6psjxI6Xy08b,spotify:track:7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/tracks/7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/audio-analysis/7uJH0YdSZL6psjxI6Xy08b,348853.0,4.0,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s
3598,In Your Eyes___The Weeknd,2022-05-02 19:12,The Weeknd,In Your Eyes,237520,2022-05-02 19:12:00,0.667,0.719,7.0,-5.371,0.0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
3599,Privilege___The Weeknd,2022-05-02 19:14,The Weeknd,Privilege,170573,2022-05-02 19:14:00,0.404,0.564,11.0,-7.013,0.0,0.0344,0.915,0.00252,0.134,0.371,93.631,audio_features,0Nwar8rweBUyfyuoyjjUvk,spotify:track:0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/tracks/0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/audio-analysis/0Nwar8rweBUyfyuoyjjUvk,170573.0,4.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO
3600,After Hours___The Weeknd,2022-05-02 19:20,The Weeknd,After Hours,346262,2022-05-02 19:20:00,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
3601,After Hours___The Weeknd,2022-05-03 00:49,The Weeknd,After Hours,14787,2022-05-03 00:49:00,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
3602,Final Lullaby - Bonus Track___The Weeknd,2022-05-03 00:54,The Weeknd,Final Lullaby - Bonus Track,185688,2022-05-03 00:54:00,0.604,0.26,11.0,-10.498,1.0,0.0373,0.841,9.33e-05,0.327,0.318,100.901,audio_features,4TA5KWeqdDmgdVPHE7Yj3B,spotify:track:4TA5KWeqdDmgdVPHE7Yj3B,https://api.spotify.com/v1/tracks/4TA5KWeqdDmgdVPHE7Yj3B,https://api.spotify.com/v1/audio-analysis/4TA5KWeqdDmgdVPHE7Yj3B,185689.0,3.0,After Hours (Deluxe),742eAldb4AJKLoPgJhGRE7
3603,Save Your Tears___The Weeknd,2022-05-03 00:58,The Weeknd,Save Your Tears,215626,2022-05-03 00:58:00,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
3604,Love Me Harder___Ariana Grande,2022-05-03 01:01,Ariana Grande,Love Me Harder,205514,2022-05-03 01:01:00,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,audio_features,5J4ZkQpzMUFojo1CtAZYpn,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,236133.0,4.0,My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj
