,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID,track Number
Nobody's Love___Maroon 5,0.485,0.567,1.0,-6.456,1.0,0.0388,0.316,0.0,0.0949,0.157,93.676,audio_features,2ST72jD2KVe7f3fbcGyX1b,spotify:track:2ST72jD2KVe7f3fbcGyX1b,https://api.spotify.com/v1/tracks/2ST72jD2KVe7f3fbcGyX1b,https://api.spotify.com/v1/audio-analysis/2ST72jD2KVe7f3fbcGyX1b,211254.0,4.0,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU,58
Sunshine___OneRepublic,0.697,0.875,5.0,-4.621,1.0,0.034,0.137,0.0,0.28,0.774,140.069,audio_features,5r43qanLhUCdBj8HN3fa6B,spotify:track:5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,163855.0,4.0,Sunshine,2YSlIS6gM38w7ZJNj8F3s6,59
Fragments of Time (feat. Todd Edwards)___Daft Punk,0.807,0.51,0.0,-9.729,1.0,0.0433,0.041,0.115,0.104,0.961,130.118,audio_features,0IedgQjjJ8Ad4B3UDQ5Lyn,spotify:track:0IedgQjjJ8Ad4B3UDQ5Lyn,https://api.spotify.com/v1/tracks/0IedgQjjJ8Ad4B3UDQ5Lyn,https://api.spotify.com/v1/audio-analysis/0IedgQjjJ8Ad4B3UDQ5Lyn,279773.0,4.0,Random Access Memories,4m2880jivSbbyEGAKfITCa,60
Too Much (feat. Usher)___Marshmello,0.712,0.891,6.0,-2.76,0.0,0.0401,0.00415,0.0,0.258,0.735,126.012,audio_features,39umHdGKfpnjY4TFtnoQ51,spotify:track:39umHdGKfpnjY4TFtnoQ51,https://api.spotify.com/v1/tracks/39umHdGKfpnjY4TFtnoQ51,https://api.spotify.com/v1/audio-analysis/39umHdGKfpnjY4TFtnoQ51,165704.0,4.0,Too Much (feat. Usher),6lObxQq82f6xitLI8xZQyz,61
You & Me___Marshmello,0.599,0.897,0.0,-2.731,1.0,0.0435,0.228,0.0,0.554,0.931,156.016,audio_features,6TdweeWiGv35hKXn3tARjA,spotify:track:6TdweeWiGv35hKXn3tARjA,https://api.spotify.com/v1/tracks/6TdweeWiGv35hKXn3tARjA,https://api.spotify.com/v1/audio-analysis/6TdweeWiGv35hKXn3tARjA,190769.0,4.0,You & Me,6jIP06Mnn1F8hKCGraPkU7,62
Good Advice___Peach Tree Rascals,0.781,0.647,3.0,-4.742,1.0,0.0412,0.145,0.0,0.0635,0.912,105.038,audio_features,2mAjXnUG4QJAypppi5J2lA,spotify:track:2mAjXnUG4QJAypppi5J2lA,https://api.spotify.com/v1/tracks/2mAjXnUG4QJAypppi5J2lA,https://api.spotify.com/v1/audio-analysis/2mAjXnUG4QJAypppi5J2lA,143839.0,4.0,Good Advice,5MQethd22cttCRC2uAbrjI,63
Lost Stars___Adam Levine,0.498,0.583,0.0,-4.762,1.0,0.0274,0.105,0.0,0.0698,0.4,82.071,audio_features,7rdGrVIoqwPWOULauvglio,spotify:track:7rdGrVIoqwPWOULauvglio,https://api.spotify.com/v1/tracks/7rdGrVIoqwPWOULauvglio,https://api.spotify.com/v1/audio-analysis/7rdGrVIoqwPWOULauvglio,267933.0,4.0,Lost Stars,2BSWHdGzkcZlhQmZKaNyOF,64
Don't Let Me Be Yours___Zara Larsson,0.792,0.428,4.0,-6.931,1.0,0.0671,0.198,0.0,0.15,0.499,112.067,audio_features,65ACnVMmePTp8Xdk11jP2y,spotify:track:65ACnVMmePTp8Xdk11jP2y,https://api.spotify.com/v1/tracks/65ACnVMmePTp8Xdk11jP2y,https://api.spotify.com/v1/audio-analysis/65ACnVMmePTp8Xdk11jP2y,199053.0,4.0,So Good,5YLRVHDVRw3QqWbeTGpC5B,65
Salem's Interlude___Khalid,0.479,0.485,7.0,-12.302,0.0,0.162,0.963,0.658,0.152,0.457,80.933,audio_features,0v75ti1d2M6pd0sC42UNNN,spotify:track:0v75ti1d2M6pd0sC42UNNN,https://api.spotify.com/v1/tracks/0v75ti1d2M6pd0sC42UNNN,https://api.spotify.com/v1/audio-analysis/0v75ti1d2M6pd0sC42UNNN,81933.0,4.0,Suncity,4UNwL1B7JoymNUiTFJa52B,66
Bloom___SPEECHLESS,0.591,0.416,1.0,-9.794,1.0,0.0246,0.882,0.000641,0.112,0.415,96.003,audio_features,1HMQmOWrkieKYWlFsjUP3D,spotify:track:1HMQmOWrkieKYWlFsjUP3D,https://api.spotify.com/v1/tracks/1HMQmOWrkieKYWlFsjUP3D,https://api.spotify.com/v1/audio-analysis/1HMQmOWrkieKYWlFsjUP3D,210080.0,4.0,Woodland,1lq6KMHFACcE6GQZysxnSZ,67
Be Okay (with HRVY)___R3HAB,0.73,0.558,8.0,-6.535,1.0,0.0786,0.0179,0.0,0.128,0.618,100.066,audio_features,4ztw0mBC6VBiLV79yRHDQW,spotify:track:4ztw0mBC6VBiLV79yRHDQW,https://api.spotify.com/v1/tracks/4ztw0mBC6VBiLV79yRHDQW,https://api.spotify.com/v1/audio-analysis/4ztw0mBC6VBiLV79yRHDQW,141600.0,4.0,Be Okay (with HRVY),7IWsyF6IuJ4jLdRTLxVw3v,68
Black Panther___Lady Leshurr,0.88,0.571,5.0,-10.326,1.0,0.291,0.222,1.84e-06,0.0796,0.461,111.947,audio_features,6u5ABizn3h4viCcg2AD7Cl,spotify:track:6u5ABizn3h4viCcg2AD7Cl,https://api.spotify.com/v1/tracks/6u5ABizn3h4viCcg2AD7Cl,https://api.spotify.com/v1/audio-analysis/6u5ABizn3h4viCcg2AD7Cl,162857.0,4.0,Black Panther,48trKY0QNU4d9YtmxMd3Mp,69
Atlantis___Kainbeats,0.4,0.479,8.0,-7.989,0.0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,audio_features,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE,229173.0,4.0,Tell Me It's Real (Expanded Edition),4m8XN9CKqve1ExYBnNu5kt,70
Years Ago___Kurt Stewart,0.579,0.167,5.0,-16.688,0.0,0.0307,0.885,0.866,0.11,0.0766,115.0,audio_features,5JISZMuKjS9YZtofRUiTzY,spotify:track:5JISZMuKjS9YZtofRUiTzY,https://api.spotify.com/v1/tracks/5JISZMuKjS9YZtofRUiTzY,https://api.spotify.com/v1/audio-analysis/5JISZMuKjS9YZtofRUiTzY,136052.0,4.0,Pegan Hill,1qT0jx1jNSzgWzvOt50qfI,71
Ransom___Lil Tecca,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240.0,4.0,We Love You Tecca,1I6FpscJIfwf4T56VxGVsB,72
Better___Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,audio_features,6zeeWid2sgw4lap2jV61PZ,spotify:track:6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,229320.0,4.0,Suncity,2Qxc2NJ7yPKVFRWi3llRr2,73
Islands___R3HAB,0.617,0.411,8.0,-12.075,1.0,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,audio_features,6dnco8haegnJYtylV26cBq,spotify:track:6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,251960.0,4.0,Greatest Hits,3b3xKNoWtZLWdxuaL0sKCs,74
Take Control___KREAM,0.676,0.9,6.0,-6.469,1.0,0.0881,0.0105,0.0136,0.0942,0.482,122.984,audio_features,4NPkQtN5w0T4ju8T6mYVsJ,spotify:track:4NPkQtN5w0T4ju8T6mYVsJ,https://api.spotify.com/v1/tracks/4NPkQtN5w0T4ju8T6mYVsJ,https://api.spotify.com/v1/audio-analysis/4NPkQtN5w0T4ju8T6mYVsJ,167846.0,4.0,Take Control,5Lm6ONdbKjUFkM4h4Stgu7,75
clown (with Trevor Daniel)___blackbear,0.709,0.774,10.0,-4.797,1.0,0.069,0.12,0.0,0.208,0.393,94.013,audio_features,4epd3VXwxPItuOVN0aGsr6,spotify:track:4epd3VXwxPItuOVN0aGsr6,https://api.spotify.com/v1/tracks/4epd3VXwxPItuOVN0aGsr6,https://api.spotify.com/v1/audio-analysis/4epd3VXwxPItuOVN0aGsr6,148165.0,4.0,everything means nothing,4UxlLk460BnmQlRV3WiORh,76
Chronicles (feat. H.E.R. & Lil Durk)___Cordae,0.678,0.527,4.0,-9.038,0.0,0.301,0.3,0.0,0.119,0.583,76.847,audio_features,6oOJL3xj8zRz6URS0SwlXC,spotify:track:6oOJL3xj8zRz6URS0SwlXC,https://api.spotify.com/v1/tracks/6oOJL3xj8zRz6URS0SwlXC,https://api.spotify.com/v1/audio-analysis/6oOJL3xj8zRz6URS0SwlXC,212077.0,4.0,From a Birds Eye View,3N3alcn9EvmanafUt70Vxh,77
whisperer___Kanisan,0.508,0.145,3.0,-20.388,0.0,0.0463,0.903,0.881,0.128,0.128,71.017,audio_features,3ERMwnDP8nCPy06VcRZiKD,spotify:track:3ERMwnDP8nCPy06VcRZiKD,https://api.spotify.com/v1/tracks/3ERMwnDP8nCPy06VcRZiKD,https://api.spotify.com/v1/audio-analysis/3ERMwnDP8nCPy06VcRZiKD,140766.0,4.0,"mist, shadows & i",52SrXEzR0U7wXIc4nK28zc,78
Sun In Our Eyes___MØ,0.757,0.832,4.0,-3.318,0.0,0.0758,0.0384,0.00241,0.661,0.386,125.894,audio_features,5vsRm2aCBl5T2qdpvwtrf6,spotify:track:5vsRm2aCBl5T2qdpvwtrf6,https://api.spotify.com/v1/tracks/5vsRm2aCBl5T2qdpvwtrf6,https://api.spotify.com/v1/audio-analysis/5vsRm2aCBl5T2qdpvwtrf6,217933.0,4.0,Sun In Our Eyes,2HpvpeGTBWdzBqKGLTLd3H,79
Heat Waves (with iann dior)___Glass Animals,0.655,0.716,8.0,-5.077,0.0,0.0897,0.476,0.0,0.479,0.521,80.813,audio_features,7vZqwaSk4sVcDyZbMcxS8N,spotify:track:7vZqwaSk4sVcDyZbMcxS8N,https://api.spotify.com/v1/tracks/7vZqwaSk4sVcDyZbMcxS8N,https://api.spotify.com/v1/audio-analysis/7vZqwaSk4sVcDyZbMcxS8N,175302.0,4.0,Dreamland (+ Bonus Levels),4nr6ytQ4OrEralEu4LhIVp,80
The Riddle (feat. Lateshift)___Sam Feldt,0.622,0.756,4.0,-5.375,1.0,0.0474,0.346,0.0,0.3,0.498,95.939,audio_features,6r2lsLYBrnLj0nckwyv7vn,spotify:track:6r2lsLYBrnLj0nckwyv7vn,https://api.spotify.com/v1/tracks/6r2lsLYBrnLj0nckwyv7vn,https://api.spotify.com/v1/audio-analysis/6r2lsLYBrnLj0nckwyv7vn,187500.0,4.0,The Riddle (feat. Lateshift),4N0H9AKaCsY7StO7cM0eC2,81
Honest___Bazzi,0.677,0.594,7.0,-6.264,1.0,0.0695,0.309,0.0,0.118,0.427,76.996,audio_features,11Tfh16o0SW8KdiQdeESEX,spotify:track:11Tfh16o0SW8KdiQdeESEX,https://api.spotify.com/v1/tracks/11Tfh16o0SW8KdiQdeESEX,https://api.spotify.com/v1/audio-analysis/11Tfh16o0SW8KdiQdeESEX,175093.0,4.0,COSMIC,5EEkfRgfYHiFu0lGur6Z6M,82
Exchange___Ky akasha,0.689,0.185,5.0,-19.242,0.0,0.0421,0.831,0.86,0.111,0.144,143.958,audio_features,1No1LojyWoGTMELXEENtjh,spotify:track:1No1LojyWoGTMELXEENtjh,https://api.spotify.com/v1/tracks/1No1LojyWoGTMELXEENtjh,https://api.spotify.com/v1/audio-analysis/1No1LojyWoGTMELXEENtjh,123750.0,4.0,Seeing Beauty in Everything,0t9hQI1IHGk59RRH91HAjB,83
Stargazing___M e a d o w,0.512,0.483,0.0,-7.798,1.0,0.0298,0.00304,0.0011,0.12,0.367,160.009,audio_features,0VF7YLIxSQKyNiFL3X6MmN,spotify:track:0VF7YLIxSQKyNiFL3X6MmN,https://api.spotify.com/v1/tracks/0VF7YLIxSQKyNiFL3X6MmN,https://api.spotify.com/v1/audio-analysis/0VF7YLIxSQKyNiFL3X6MmN,217027.0,4.0,Chip Chrome & The Mono-Tones (Deluxe),2JyArayVlT6t3MVWLLdSwZ,84
Love$ick (feat. A$AP Rocky)___Mura Masa,0.625,0.763,8.0,-4.997,0.0,0.129,0.147,0.0106,0.214,0.721,88.753,audio_features,3sTN90bIP2cJ1783ctHykO,spotify:track:3sTN90bIP2cJ1783ctHykO,https://api.spotify.com/v1/tracks/3sTN90bIP2cJ1783ctHykO,https://api.spotify.com/v1/audio-analysis/3sTN90bIP2cJ1783ctHykO,192160.0,4.0,Mura Masa,0NBTBo1qrg554sAj79nEqD,85
Wandering___amies,0.671,0.34,2.0,-12.108,1.0,0.0351,0.793,1.93e-06,0.0948,0.365,98.012,audio_features,6xpF0dbtDGmEd0En18Kfwl,spotify:track:6xpF0dbtDGmEd0En18Kfwl,https://api.spotify.com/v1/tracks/6xpF0dbtDGmEd0En18Kfwl,https://api.spotify.com/v1/audio-analysis/6xpF0dbtDGmEd0En18Kfwl,184426.0,4.0,Wild Rivers,4SMbqvJenspMXbcPROZsVK,86
Animals___Maroon 5,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,audio_features,2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013.0,4.0,V,2Auw0pTT6EcQdvHNimhLQI,87
Ms. Fat Booty___Mos Def,0.782,0.589,1.0,-4.827,1.0,0.189,0.148,0.0,0.164,0.869,90.438,audio_features,0IVAlb0cFCH1cQ974iR1TU,spotify:track:0IVAlb0cFCH1cQ974iR1TU,https://api.spotify.com/v1/tracks/0IVAlb0cFCH1cQ974iR1TU,https://api.spotify.com/v1/audio-analysis/0IVAlb0cFCH1cQ974iR1TU,223547.0,4.0,Black On Both Sides,5gK2l2LgWY0BA4p9uy27z6,88
Teachers___Daft Punk,0.98,0.486,6.0,-7.31,1.0,0.251,0.03,0.823,0.0995,0.823,123.206,audio_features,4ZdjCuiWBv2weLftWPJ72c,spotify:track:4ZdjCuiWBv2weLftWPJ72c,https://api.spotify.com/v1/tracks/4ZdjCuiWBv2weLftWPJ72c,https://api.spotify.com/v1/audio-analysis/4ZdjCuiWBv2weLftWPJ72c,173493.0,4.0,Homework,5uRdvUR7xCnHmUW8n64n9y,89
Fair Trade (with Travis Scott)___Drake,0.666,0.465,1.0,-8.545,1.0,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175.0,4.0,Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,90
Beam Me Up - Radio Edit___CAZZETTE,0.568,0.867,0.0,-3.21,1.0,0.0458,0.00876,2.87e-06,0.0779,0.357,125.98,audio_features,64y85LeHY8Z6OlTOM9cpKD,spotify:track:64y85LeHY8Z6OlTOM9cpKD,https://api.spotify.com/v1/tracks/64y85LeHY8Z6OlTOM9cpKD,https://api.spotify.com/v1/audio-analysis/64y85LeHY8Z6OlTOM9cpKD,203800.0,4.0,Eject,5cYW3ILGflf28W2vkkCvgs,91
Chasing Stars (feat. James Bay) [VIP Mix]___Alesso,0.728,0.78,7.0,-6.923,0.0,0.09,0.0298,0.00758,0.126,0.233,121.991,audio_features,46MmaCvze8GcEcwU1fTfWe,spotify:track:46MmaCvze8GcEcwU1fTfWe,https://api.spotify.com/v1/tracks/46MmaCvze8GcEcwU1fTfWe,https://api.spotify.com/v1/audio-analysis/46MmaCvze8GcEcwU1fTfWe,169180.0,4.0,Chasing Stars (VIP Mix),3oHuvxDC09wCLoIEowpreG,92
Scared of the Dark (feat. XXXTENTACION)___Lil Wayne,0.443,0.623,0.0,-6.717,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,audio_features,3vWzyGTu6Ovo1GdrcJqH6e,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e,233000.0,4.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,93
In Da Getto___J Balvin,0.915,0.72,8.0,-3.126,1.0,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,audio_features,63aj87TQG6F3RVO5nbG2VQ,spotify:track:63aj87TQG6F3RVO5nbG2VQ,https://api.spotify.com/v1/tracks/63aj87TQG6F3RVO5nbG2VQ,https://api.spotify.com/v1/audio-analysis/63aj87TQG6F3RVO5nbG2VQ,131067.0,4.0,In Da Getto,2M7g0SNXnSq7j5BgYJYJsl,94
Past Lives___PETER LAKE,0.503,0.616,2.0,-7.077,0.0,0.0432,0.00855,0.000198,0.0898,0.425,158.105,audio_features,337cTvWOx1uwO7brzGgKlw,spotify:track:337cTvWOx1uwO7brzGgKlw,https://api.spotify.com/v1/tracks/337cTvWOx1uwO7brzGgKlw,https://api.spotify.com/v1/audio-analysis/337cTvWOx1uwO7brzGgKlw,238960.0,4.0,Yellow,3Nd5Ls4u2cdokljArCempj,95
Knock Me off My Feet (feat. Dan Taleveski)___Sickick,0.602,0.653,8.0,-7.319,0.0,0.0992,0.207,0.0,0.346,0.314,127.675,audio_features,7EXysKjHj8H2whWLgKX51V,spotify:track:7EXysKjHj8H2whWLgKX51V,https://api.spotify.com/v1/tracks/7EXysKjHj8H2whWLgKX51V,https://api.spotify.com/v1/audio-analysis/7EXysKjHj8H2whWLgKX51V,191444.0,4.0,Knock Me off My Feet (feat. Dan Taleveski),66ZSs4at9fchrTXrkN4oqg,96
Shock (Attack on Titan)___Kayou. Beats,0.558,0.421,8.0,-11.376,0.0,0.0439,0.724,0.86,0.111,0.0681,149.98,audio_features,68M5QmhdDX19qB2AmmNVAS,spotify:track:68M5QmhdDX19qB2AmmNVAS,https://api.spotify.com/v1/tracks/68M5QmhdDX19qB2AmmNVAS,https://api.spotify.com/v1/audio-analysis/68M5QmhdDX19qB2AmmNVAS,157505.0,4.0,Anime Lofi Beats 2,5e6ga6xdeaxgUr1SNyHFgV,97
Titanium (feat. Sia)___David Guetta,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,audio_features,0lHAMNU8RGiIObScrsRgmP,spotify:track:0lHAMNU8RGiIObScrsRgmP,https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP,https://api.spotify.com/v1/audio-analysis/0lHAMNU8RGiIObScrsRgmP,245040.0,4.0,Nothing but the Beat 2.0,5aprcHwM1KJhaY9Kbxkfkn,98
Privilege___The Weeknd,0.404,0.564,11.0,-7.013,0.0,0.0344,0.915,0.00252,0.134,0.371,93.631,audio_features,0Nwar8rweBUyfyuoyjjUvk,spotify:track:0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/tracks/0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/audio-analysis/0Nwar8rweBUyfyuoyjjUvk,170573.0,4.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO,99
Oh Child___Robin Schulz,0.727,0.598,8.0,-8.425,1.0,0.0515,0.0661,1.07e-05,0.0975,0.683,97.037,audio_features,77VLYTyrdlHEWcjhjQoXlz,spotify:track:77VLYTyrdlHEWcjhjQoXlz,https://api.spotify.com/v1/tracks/77VLYTyrdlHEWcjhjQoXlz,https://api.spotify.com/v1/audio-analysis/77VLYTyrdlHEWcjhjQoXlz,197627.0,4.0,Uncovered,4iu0toRdSjyU0qIdKTWMoY,100
Love No More___Loud Luxury,0.766,0.674,0.0,-6.245,1.0,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,audio_features,0E8WJOFs2eWD67USh7C6Qd,spotify:track:0E8WJOFs2eWD67USh7C6Qd,https://api.spotify.com/v1/tracks/0E8WJOFs2eWD67USh7C6Qd,https://api.spotify.com/v1/audio-analysis/0E8WJOFs2eWD67USh7C6Qd,168636.0,4.0,Love No More,1hgbAIyPDZYa8Bqf7b2nx5,101
Sacrifice___The Weeknd,0.735,0.795,11.0,-6.523,0.0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,audio_features,1nH2PkJL1XoUq8oE6tBZoU,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/tracks/1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/audio-analysis/1nH2PkJL1XoUq8oE6tBZoU,188918.0,4.0,Dawn FM,2nLOHgzXzwFEpl62zAgCEC,102
A Meditation___Kanisan,0.655,0.079,11.0,-17.653,0.0,0.0276,0.916,0.831,0.0718,0.166,103.944,audio_features,0yYoRZUo29Xcm0xLt1ysfV,spotify:track:0yYoRZUo29Xcm0xLt1ysfV,https://api.spotify.com/v1/tracks/0yYoRZUo29Xcm0xLt1ysfV,https://api.spotify.com/v1/audio-analysis/0yYoRZUo29Xcm0xLt1ysfV,92399.0,4.0,A Way of Existing,02qkivVdxBztgoMyucG7DF,103
Circles___Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280.0,4.0,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,104
Cybele___sinnr,0.654,0.142,8.0,-18.329,0.0,0.036,0.951,0.901,0.11,0.0412,134.29,audio_features,1d0uGCJYzRgbmWiReXCpdW,spotify:track:1d0uGCJYzRgbmWiReXCpdW,https://api.spotify.com/v1/tracks/1d0uGCJYzRgbmWiReXCpdW,https://api.spotify.com/v1/audio-analysis/1d0uGCJYzRgbmWiReXCpdW,132112.0,4.0,Sunday Morning,5ztz7tyEr5vMqdmOlfYpi7,105
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack___The Weeknd",0.659,0.381,2.0,-5.922,0.0,0.0304,0.385,0.0,0.0972,0.426,119.844,audio_features,2PIvq1pGrUjY007X5y1UpM,spotify:track:2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,252227.0,3.0,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",61Ba3txRZWfiX6ZTEZlFCV,106
Snow Day___takeo,0.626,0.176,1.0,-9.821,1.0,0.0608,0.219,0.946,0.107,0.353,215.866,audio_features,30zIrkLLF5gYAcAsCD8642,spotify:track:30zIrkLLF5gYAcAsCD8642,https://api.spotify.com/v1/tracks/30zIrkLLF5gYAcAsCD8642,https://api.spotify.com/v1/audio-analysis/30zIrkLLF5gYAcAsCD8642,151078.0,3.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J,107
I Was Never There___The Weeknd,0.323,0.737,10.0,-4.008,1.0,0.0338,0.142,0.000162,0.163,0.155,113.26,audio_features,1cKHdTo9u0ZymJdPGSh6nq,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq,241067.0,4.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO,108
Gold___Kiiara,0.6,0.412,8.0,-9.343,1.0,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6ZSO7kPn8IMJFymyticbJO,spotify:track:6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,225882.0,5.0,low kii savage,2EvTMiJyF3H4BoxNCL4HLh,109
The Hills___The Weeknd,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,audio_features,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253.0,4.0,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,110
One___Axel Johansson,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987.0,4.0,Views,40GMAhriYJRO1rsY4YdrZb,111
Superhero___Unknown Brain,0.667,0.937,8.0,-4.053,0.0,0.0709,0.0271,1.27e-05,0.318,0.22,75.015,audio_features,4tF4f9GwL52a4VruWF5Brp,spotify:track:4tF4f9GwL52a4VruWF5Brp,https://api.spotify.com/v1/tracks/4tF4f9GwL52a4VruWF5Brp,https://api.spotify.com/v1/audio-analysis/4tF4f9GwL52a4VruWF5Brp,179225.0,4.0,Superhero,2H6vrT8YGOtWEZgj0DmJSm,112
Butterfly___møndberg,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557.0,4.0,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,113
Suncity (feat. Empress Of)___Khalid,0.694,0.63,7.0,-6.84,0.0,0.162,0.0998,0.000635,0.12,0.341,90.045,audio_features,6SkHm6poyKfzV6kc9any8k,spotify:track:6SkHm6poyKfzV6kc9any8k,https://api.spotify.com/v1/tracks/6SkHm6poyKfzV6kc9any8k,https://api.spotify.com/v1/audio-analysis/6SkHm6poyKfzV6kc9any8k,189493.0,4.0,Suncity,4UNwL1B7JoymNUiTFJa52B,114
